text,aspect,sentiment,confidence,probs,ref_sentiment,ref_check,perplexity,global_sentiment
"""Good coworkers that I've been able to talk and relax with Management usually tends to be hands off When hands on, management gets too hands on Some at the company are blowhards and like to blame others for their own mistakes""",['Global Sentiment'],['Neutral'],[0.8017464876174927],"[array([0.02283868, 0.8017465 , 0.17541477], dtype=float32)]",['-100'],[''],1.0475691556930542,Neutral
"""Remote work is the standard, pay is OK There are no internal resources for code development of demos for prospective clients. No version control or code repositories, no compute resources, extensively blocked web domains for accessing common public development resources and files such as hugging face, drop box, etc. We've been asked to develop and host demo code for prospective clients on our personal machines and github accounts. It's a farce.  Communication with management is tense and generally unproductive, even just in getting clarification on project goals and assignments. Very low-trust culture. Highly disorganized. Roles and responsibilities are consistently unclear.   No credible possibility of upward mobility. Recent changes to the bench policy push people out of the company if they don't have billable work for a month, but ICs and low-to-mid-level management employees are not empowered to get clients. It's just a form of layoff.  Good engineers. Bad management.""",['Global Sentiment'],['Negative'],[0.5165395140647888],"[array([0.5165395 , 0.48108822, 0.0023723 ], dtype=float32)]",['-100'],[''],1.047898292541504,Negative
Has been doing remote work VERY well for a long time. I was doing remote work with them for 9 years before the pandemic. They do it well. It's the norm for them. I visited clients and went to the office for special meetings but other than that I was remote and loving it. You will work hard but you are rewarded for it.,['Global Sentiment'],['Positive'],[0.9950686693191528],"[array([3.5447339e-04, 4.5769028e-03, 9.9506867e-01], dtype=float32)]",['-100'],[''],1.047720193862915,Positive
A lot of room to grow. Can be stressful at times if you aren't organized,['Global Sentiment'],['Neutral'],[0.4069436192512512],"[array([0.26238015, 0.40694362, 0.33067623], dtype=float32)]",['-100'],[''],1.047650933265686,Neutral
"""When on project, the teams I have been apart of have been very welcoming. I have been able to learn and contribute a lot since this is my first job post grad. Bench time between projects is much longer than what I have heard from other consultant firms.""",['Global Sentiment'],['Neutral'],[0.882267951965332],"[array([0.0017625 , 0.88226795, 0.11596953], dtype=float32)]",['-100'],[''],1.047684907913208,Neutral
Many resources for ERG and other employee interests. Decent benefits. Can't seem to get out of its own way.,['Global Sentiment'],['Neutral'],[0.6213117837905884],"[array([0.01092599, 0.6213118 , 0.36776224], dtype=float32)]",['-100'],[''],1.0476218461990356,Neutral
"""Management and people are nice; great place to work different industries but pay and the raise have been dismal compared to market rate. Resources and bench policy are a bit lacking,""",['Global Sentiment'],['Neutral'],[0.8692722916603088],"[array([0.00373281, 0.8692723 , 0.12699492], dtype=float32)]",['-100'],[''],1.0475889444351196,Neutral
"""Wonderful coworkers, flexibility, and opportunities to learn and grow professionally. NTT's values also align very closely to my own - to improve our local and global communities both through the work that we do with our clients and with planned volunteering events that happen periodically throughout the year in my local area. As with anywhere right now, there's an incredible amount of change, which can sometimes feel disruptive, but which I believe will result in providing even more growth opportunities for employees and services for clients.""",['Global Sentiment'],['Positive'],[0.8117505311965942],"[array([7.9670141e-04, 1.8745279e-01, 8.1175053e-01], dtype=float32)]",['-100'],[''],1.0476924180984497,Positive
Work life balance is good Very structured in team and management Not a fast paced growth environment,['Global Sentiment'],['Positive'],[0.9015406966209412],"[array([0.00625863, 0.09220064, 0.9015407 ], dtype=float32)]",['-100'],[''],1.0475950241088867,Positive
"""In the field of data recovery, specialists with expertise in tools like PC-3000 and clean room procedures may earn salaries in the range of $60,000 to $120,000 or more annually, depending For the most current and specific salary information, I recommend checking recent job postings, salary surveys, or industry reports, as they can provide more accurate and up-to-date data on compensation in""",['Global Sentiment'],['Neutral'],[0.9229583740234375],"[array([0.00258844, 0.9229584 , 0.07445323], dtype=float32)]",['-100'],[''],1.0476771593093872,Neutral
"""remote work, good compensation, good teams very large company, don't feel particularly connected""",['Global Sentiment'],['Neutral'],[0.9632757902145386],"[array([0.00607922, 0.9632758 , 0.03064504], dtype=float32)]",['-100'],[''],1.0476535558700562,Neutral
Leadership support Experienced team members WFH Mentorship programs Poor work-life balance  Intensive leadership pressure for multiple status updates,['Global Sentiment'],['Neutral'],[0.912287712097168],"[array([0.02477581, 0.9122877 , 0.0629364 ], dtype=float32)]",['-100'],[''],1.047670841217041,Neutral
"""Flexible, bonus, pto hours and long contracts Can’t cash out pto and pto does not roll over""",['Global Sentiment'],['Neutral'],[0.8202084302902222],"[array([0.16051356, 0.82020843, 0.01927796], dtype=float32)]",['-100'],[''],1.0476675033569336,Neutral
"""Plenty of opportunities to get involved, learn core consulting skills, and figure out which industry to pursue in the future. I usually don't work more than 40 hours a week but at times I will have to work early/late""",['Global Sentiment'],['Neutral'],[0.7627239227294922],"[array([0.00287641, 0.7627239 , 0.23439963], dtype=float32)]",['-100'],[''],1.0476009845733643,Neutral
Remote options Flexible schedules online training ability to move around    Bench process alway looking for a project code Management is not in touch with employees Heavy offshoring,['Global Sentiment'],['Neutral'],[0.8890919089317322],"[array([0.01154769, 0.8890919 , 0.0993604 ], dtype=float32)]",['-100'],[''],1.0475860834121704,Neutral
"""Good company to work for, very reputable organization. No downsides to list at this time.""",['Global Sentiment'],['Neutral'],[0.7984227538108826],"[array([0.00275568, 0.79842275, 0.19882151], dtype=float32)]",['-100'],[''],1.0476322174072266,Neutral
15 days PTO & unlimited once you are passed Grade 7 Bench policy is a little brutal,['Global Sentiment'],['Neutral'],[0.8377129435539246],"[array([0.00988106, 0.83771294, 0.15240596], dtype=float32)]",['-100'],[''],1.0476188659667969,Neutral
Able to work remote from home. Pay is below average. Very hard to get pay increases. Given only one day off for Christmas.,['Global Sentiment'],['Neutral'],[0.7125501036643982],"[array([0.14118035, 0.7125501 , 0.14626953], dtype=float32)]",['-100'],[''],1.0476142168045044,Neutral
"""Client success, fair work hours, positive managers Don’t have any cons this company treats their employees fantastically""",['Global Sentiment'],['Neutral'],[0.8385656476020813],"[array([0.00240109, 0.83856565, 0.15903324], dtype=float32)]",['-100'],[''],1.0476242303848267,Neutral
Was okay management and project deliverables not great work life balance for my function,['Global Sentiment'],['Neutral'],[0.8583816289901733],"[array([0.07294033, 0.8583816 , 0.06867811], dtype=float32)]",['-100'],[''],1.0476014614105225,Neutral
No micro managing from the supervisors None that I can think of,['Global Sentiment'],['Neutral'],[0.8086873292922974],"[array([0.16322829, 0.8086873 , 0.02808444], dtype=float32)]",['-100'],[''],1.0476242303848267,Neutral
Great leadership and culture that allows you to grow. would like to have collaborated more with the commercial side.,['Global Sentiment'],['Positive'],[0.9566214680671692],"[array([0.00176165, 0.04161687, 0.95662147], dtype=float32)]",['-100'],[''],1.047598123550415,Positive
"""PTO, sick time, overtime, no micromanagement No support from management and no raises""",['Global Sentiment'],['Neutral'],[0.935106635093689],"[array([0.04940015, 0.93510664, 0.0154932 ], dtype=float32)]",['-100'],[''],1.047729730606079,Neutral
People value your opnions and take care of each other. Phoenix office is a virtual hub,['Global Sentiment'],['Neutral'],[0.7209357619285583],"[array([0.00228973, 0.72093576, 0.2767745 ], dtype=float32)]",['-100'],[''],1.0476417541503906,Neutral
"""Depending on your location, there may be some """"pros"""" but overall they're mostly Cons. Your Director may be a sales person completely focused on only sales.""",['Global Sentiment'],['Neutral'],[0.9588922262191772],"[array([0.01320818, 0.9588922 , 0.02789955], dtype=float32)]",['-100'],[''],1.0477359294891357,Neutral
"""Flexibility, pay and benefits, management. Career opportunities are difficult to come by.""",['Global Sentiment'],['Neutral'],[0.9692695140838623],"[array([0.02001989, 0.9692695 , 0.01071062], dtype=float32)]",['-100'],[''],1.0476316213607788,Neutral
Client is good to work for Leadership does not focus on the current employees’ needs. Benefits could be better.,['Global Sentiment'],['Positive'],[0.9453895688056946],"[array([0.01102684, 0.04358366, 0.94538957], dtype=float32)]",['-100'],[''],1.047605037689209,Positive
"""Good work life balance, 100% remote Process at the end was alittle murky, reduction in force was unexpected, holding different employees to different standards. Fulfillment team could not fulfill much.""",['Global Sentiment'],['Neutral'],[0.7794857621192932],"[array([0.01226241, 0.77948576, 0.2082519 ], dtype=float32)]",['-100'],[''],1.0476990938186646,Neutral
NTT has a global presence and can offer clients many services to help clients do business. Lots of changes with acquisitions and mergers . Not as client focused as they used to be. Need more focus on employee engagement.,['Global Sentiment'],['Positive'],[0.9299271702766418],"[array([0.01613382, 0.05393899, 0.9299272 ], dtype=float32)]",['-100'],[''],1.04765784740448,Positive
"""Good policies for employees, good pay Organizational Horizontal and vertical are very confusing. Designations are misleading""",['Global Sentiment'],['Neutral'],[0.9196540713310242],"[array([0.01036682, 0.9196541 , 0.06997914], dtype=float32)]",['-100'],[''],1.047633171081543,Neutral
Good internal practices. Competent scrum leaders and agile methodologies. Good compensation. Pay could be more competitive.,['Global Sentiment'],['Positive'],[0.9362238645553589],"[array([0.00314428, 0.06063182, 0.93622386], dtype=float32)]",['-100'],[''],1.0476101636886597,Positive
"""Time crunch, customer management experience Same as the Pros. Tight delivery timelines""",['Global Sentiment'],['Neutral'],[0.920538604259491],"[array([0.05911586, 0.9205386 , 0.02034553], dtype=float32)]",['-100'],[''],1.0475975275039673,Neutral
No work but get paid Will fire anyone and everyone just based on how they run the company  Was there for a year  Hated every day,['Global Sentiment'],['Negative'],[0.5850748419761658],"[array([0.58507484, 0.38422793, 0.03069726], dtype=float32)]",['-100'],[''],1.0475977659225464,Negative
"""exposure to various industries of clients unless the client specifies US support, majority of the IT and account support roles are eventually pushed offshore to cut labor costs and improve margins without regard to improving poorly written contracts and giving away work in hopes of clients giving them more later. very poor business model""",['Global Sentiment'],['Neutral'],[0.9438445568084717],"[array([0.05276074, 0.94384456, 0.00339472], dtype=float32)]",['-100'],[''],1.0476218461990356,Neutral
Opportunity for growth and training. At times communications are confusing.,['Global Sentiment'],['Neutral'],[0.8125473260879517],"[array([0.00697839, 0.8125473 , 0.18047428], dtype=float32)]",['-100'],[''],1.0476789474487305,Neutral
"""Flexible work schedule, hybrid option Won’t communicate what they want from you and then lay you off if you don’t fit this random criteria. Just laid off over 50 employees and are hiring more. Ran like a boys club, person with 0 technical skill, but could get along with “the boys” got a promotion over talented developers. If you’re not a favorite, you’re not getting put on work/projects; extends to getting to work from home full time as well. Management doesn’t keep their word and will stab you in the back if they look bad. Grown adults with kids in management will gossip about 23 year olds working there. The people they hire would rather party than work and seems like they look for that when hiring. Knew person who worked with them as a client and had to get taken off from how condescending and rude the person at NTT was about their age/gender. Doesn’t surprise me!""",['Global Sentiment'],['Neutral'],[0.49376633763313293],"[array([0.4825497 , 0.49376634, 0.02368391], dtype=float32)]",['-100'],[''],1.0476775169372559,Neutral
#NAME? #NAME?,['Global Sentiment'],['Neutral'],[0.973839282989502],"[array([0.00577312, 0.9738393 , 0.02038761], dtype=float32)]",['-100'],[''],1.0476051568984985,Neutral
Training programs; promote from within Very big organization to navigate,['Global Sentiment'],['Neutral'],[0.8067740797996521],"[array([0.0052536 , 0.8067741 , 0.18797228], dtype=float32)]",['-100'],[''],1.0476140975952148,Neutral
Met and worked with a lot of really good people. Commitment to a strategy and offshoring of positions.,['Global Sentiment'],['Neutral'],[0.921262800693512],"[array([0.00145995, 0.9212628 , 0.07727724], dtype=float32)]",['-100'],[''],1.0476109981536865,Neutral
Flexibility and work life balance No raises or increase. The Salary was not great. No availability to move up.,['Global Sentiment'],['Neutral'],[0.8576491475105286],"[array([0.10403995, 0.85764915, 0.03831093], dtype=float32)]",['-100'],[''],1.047659993171692,Neutral
Great culture and practice in the company work from home as some locations were closed,['Global Sentiment'],['Positive'],[0.9119986295700073],"[array([0.00257036, 0.08543108, 0.9119986 ], dtype=float32)]",['-100'],[''],1.0476335287094116,Positive
Great team work and seniority Not much to complain about,['Global Sentiment'],['Positive'],[0.9775483012199402],"[array([0.00228069, 0.02017105, 0.9775483 ], dtype=float32)]",['-100'],[''],1.0476059913635254,Positive
Flexible Working Schedule  Managed Services IT Seller Limited opportunities for leadership advancement,['Global Sentiment'],['Neutral'],[0.932803213596344],"[array([0.00696924, 0.9328032 , 0.06022755], dtype=float32)]",['-100'],[''],1.0476471185684204,Neutral
Work life balance. Training. Potential projects. Difficulty moving up. Salary. Potential bad placement.,['Global Sentiment'],['Neutral'],[0.9507378339767456],"[array([0.02386515, 0.95073783, 0.02539705], dtype=float32)]",['-100'],[''],1.047622799873352,Neutral
"""Their benefits are expensive but good. They bought our company, told our employees repeatedly they would not dismantle us because they needed our insight for consulting knowledge. Then they laid us all off.""",['Global Sentiment'],['Neutral'],[0.9508861303329468],"[array([0.04491891, 0.95088613, 0.00419498], dtype=float32)]",['-100'],[''],1.0476542711257935,Neutral
"""A positive and healthy workplace environment where employees are motivated, engaged, and empowered to reach their full potential. I believe that it is necessary to conduct a review of the current salary structure.""",['Global Sentiment'],['Positive'],[0.706240177154541],"[array([0.00167573, 0.2920841 , 0.7062402 ], dtype=float32)]",['-100'],[''],1.0476471185684204,Positive
"""Self paced Work from Home Not micro managed Low pay, well below national average""",['Global Sentiment'],['Neutral'],[0.9395354986190796],"[array([0.04529443, 0.9395355 , 0.01517005], dtype=float32)]",['-100'],[''],1.047593593597412,Neutral
This companies services arm stems from Perot Systems and then Dell. The take over has been years back now so over time has been changing and evolving. There are a few of the originals still around in leader positions. Since it has been many years since the take over as time goes on and there is less of the original good leaders in place to keep from making bad deals they are forced into taking shortcuts and getting into bad situations.,['Global Sentiment'],['Neutral'],[0.9589138627052307],"[array([0.00991075, 0.95891386, 0.03117538], dtype=float32)]",['-100'],[''],1.0477157831192017,Neutral
You may find a team worth growing with NTT corp management being forthcoming on reacquiring current or new contracts. You are left in the dark.,['Global Sentiment'],['Neutral'],[0.9491904377937317],"[array([0.00332446, 0.94919044, 0.04748513], dtype=float32)]",['-100'],[''],1.047640323638916,Neutral
They have clear communication and clear display of their job They recover the data but not all the data.,['Global Sentiment'],['Positive'],[0.9184220433235168],"[array([0.00250756, 0.07907042, 0.91842204], dtype=float32)]",['-100'],[''],1.0475600957870483,Positive
Good benefits and leave policy Not many projects if your contract ends,['Global Sentiment'],['Positive'],[0.8640668392181396],"[array([0.00702607, 0.12890714, 0.86406684], dtype=float32)]",['-100'],[''],1.0476418733596802,Positive
"""good pay for what you need to do very flexible work schedule, needed at random times""",['Global Sentiment'],['Neutral'],[0.9411824941635132],"[array([0.00480576, 0.9411825 , 0.05401177], dtype=float32)]",['-100'],[''],1.0477077960968018,Neutral
If you stay there long enough and worth really hard there are opportunities for advancement. As a female you may do the same work as your colleague but find out they make 20K more than you.,['Global Sentiment'],['Neutral'],[0.9680961966514587],"[array([0.002637  , 0.9680962 , 0.02926678], dtype=float32)]",['-100'],[''],1.047624945640564,Neutral
"""Good work life balance, decent pay. Sales needs to do more""",['Global Sentiment'],['Neutral'],[0.7751739025115967],"[array([0.00514873, 0.7751739 , 0.21967736], dtype=float32)]",['-100'],[''],1.047580599784851,Neutral
"""Have the opportunity to work in all different tech as the clients all have different needs. Good opportunity to learn/get your foot in the door. But don’t plan on staying at the company too long.  Anyone with experience should absolutely look elsewhere and only take a dev job here out of desperation. They completely ruined the company that I worked for before NTT bought them out. Culture was completely destroyed, and they fired so many people after they told everyone they “do no harm”. This company is very old school in that they will lie right to your face just so they profit a little more.  They constantly gloat about how much money they make, but it seems to be largely at the expense of their employees.   I quit months and months ago and am still dealing with them. They “overpaid” me multiple times after I quit and 6 months later want their money back. After I agree to setup a payment plan to reimburse their mistakes, they continue to lose the checks I’ve been sending them. Then pushing their business burden off on me, requiring I continue to track down checks that they keep losing.  They really have no ability to run their business effectively, but seem to be in a “too big to fail” situation where they have so much money it doesn’t really matter how bad they run their business.""",['Global Sentiment'],['Positive'],[0.6741049885749817],"[array([0.2885151 , 0.03737989, 0.674105  ], dtype=float32)]",['-100'],[''],1.0475465059280396,Positive
"""On the Global level the company is grear to work for. They are doing great things and a leader in innovation for technology.  I love that I work from home and spend more time with family. on the local level, I believe they should pay their employees more as the world is becoming more and more expensive yet expecting their employees to go abobe and beyond.""",['Global Sentiment'],['Positive'],[0.7628943920135498],"[array([0.0054644, 0.2316413, 0.7628944], dtype=float32)]",['-100'],[''],1.047548532485962,Positive
Cutting edge tech Great pay Professional colleagues Constant reorgs prompting mass layoffs,['Global Sentiment'],['Positive'],[0.8827669620513916],"[array([0.00901533, 0.1082177 , 0.88276696], dtype=float32)]",['-100'],[''],1.0475924015045166,Positive
"""Lots of Holidays and Vacation time. *Taking vacation and sick time was frowned upon. *No opportunities for upward movement in the job. *Lack of respect for workers in the position *Not enough employees to cover the workload, we would taking non-stop calls all day as we did not have enough people to cover the phones. *Poor management and leadership, one I often pointed out procedures that were taking too much and causing frustration for the end customer and the workers, my supervisor agreed, but refused to implement any of the offered solutions to make the job better, he simply stated, """"I don't like it either, but that's just the way it is"""" *Super high turnover rate""",['Global Sentiment'],['Neutral'],[0.6517181992530823],"[array([0.33275402, 0.6517182 , 0.01552782], dtype=float32)]",['-100'],[''],1.0476409196853638,Neutral
"""Global organization with a number of divisions that you can branch out into. The salary ranges are reasonable, and they offer a good health package. Primarily remote. If your one for an office environment, this is not for you.""",['Global Sentiment'],['Neutral'],[0.903385579586029],"[array([0.00441813, 0.9033856 , 0.09219628], dtype=float32)]",['-100'],[''],1.0477287769317627,Neutral
Nothing special about working here Poor pay and poor work-life balance,['Global Sentiment'],['Neutral'],[0.7316674590110779],"[array([0.2620578 , 0.73166746, 0.00627469], dtype=float32)]",['-100'],[''],1.0476354360580444,Neutral
none that i can think of poor management in the US,['Global Sentiment'],['Neutral'],[0.7670853734016418],"[array([0.09468804, 0.7670854 , 0.13822652], dtype=float32)]",['-100'],[''],1.0476174354553223,Neutral
Administration is good Benefits are good Good Recruiting team Good HR management Management needs more federal contracts to keep serving federal space.,['Global Sentiment'],['Positive'],[0.9949901700019836],"[array([7.6769682e-04, 4.2421911e-03, 9.9499017e-01], dtype=float32)]",['-100'],[''],1.0476406812667847,Positive
None that I can think of They do not care about employees,['Global Sentiment'],['Negative'],[0.8594051599502563],"[array([0.85940516, 0.124472  , 0.01612285], dtype=float32)]",['-100'],[''],1.0475850105285645,Negative
1. Fast learning 2. Customer facing 3. Suports self development Appraisal process can be better,['Global Sentiment'],['Positive'],[0.9665181040763855],"[array([0.01272506, 0.02075683, 0.9665181 ], dtype=float32)]",['-100'],[''],1.0476354360580444,Positive
"""Compared to my previous job, I felt I was fairly compensated. Management structure is extremely bloated theres lots of middle management. The training is terrible. The schedule sucks and there doesn’t seem to be a rush to change it in a way that will work to benefit the employees.""",['Global Sentiment'],['Neutral'],[0.8898385763168335],"[array([0.0356076 , 0.8898386 , 0.07455383], dtype=float32)]",['-100'],[''],1.0475964546203613,Neutral
"""Only pro is pay is commensurate with experience. No security. Recruiting enticements do not match actual benefits (tuition reimbursement, bonuses, etc). Zero effort by company to find another account after current account ends.""",['Global Sentiment'],['Neutral'],[0.9566004276275635],"[array([0.0214452 , 0.9566004 , 0.02195433], dtype=float32)]",['-100'],[''],1.047668218612671,Neutral
Workload Time flexibility Team environment Multiple Clients thats all Management Salary Growth Client oriented Knowledge,['Global Sentiment'],['Neutral'],[0.9698088765144348],"[array([0.00421986, 0.9698089 , 0.02597135], dtype=float32)]",['-100'],[''],1.047580599784851,Neutral
"""Flexibility, remote work and good team environment and spirit. They also throw good parties for personnel and you learn lots of skills Poor compensations, salary does not match the amount of responsabilities""",['Global Sentiment'],['Positive'],[0.6215665936470032],"[array([0.01107161, 0.36736178, 0.6215666 ], dtype=float32)]",['-100'],[''],1.0475332736968994,Positive
"""Compared to other Big 4 firms they provide a lot of flexibility and work life balance. If you are placed on a project doing something you enjoy it can be awesome. Management has 0 idea what they are doing, they have no remorse for anything and when they know they mess up they double down on it. The direction of the company is not in good hands.""",['Global Sentiment'],['Neutral'],[0.8072748184204102],"[array([0.02122077, 0.8072748 , 0.17150444], dtype=float32)]",['-100'],[''],1.047752857208252,Neutral
"""Global footprint, strong and quality brand name clients. Ability to work with and learn from people in consulting that come from the likes of McKinsey, Accenture, BCG. High level of turnover, salary increase following promotion is only 10%""",['Global Sentiment'],['Positive'],[0.650046169757843],"[array([0.0015858 , 0.348368  , 0.65004617], dtype=float32)]",['-100'],[''],1.0476300716400146,Positive
"""Working at a federal agency, average contractong firm experience Local manager starting out was pretty useless and left us in a lurch on the contract. Later managers were better but damage was done.""",['Global Sentiment'],['Neutral'],[0.9629068970680237],"[array([0.03363197, 0.9629069 , 0.00346112], dtype=float32)]",['-100'],[''],1.047692060470581,Neutral
Benefits does start immediately and for being a company for life insurance they even match your 401k. They are very inconsistent on the information they provide to you. Trainers are all over the place. they will training you for 1 company and then will tell you for 1 day to another you are taking calls on something they you never been train .,['Global Sentiment'],['Positive'],[0.7141178846359253],"[array([0.16802587, 0.11785625, 0.7141179 ], dtype=float32)]",['-100'],[''],1.0476770401000977,Positive
"""Their consulting services arm is relatively chill compared to other firms. I was supported when I needed to roll off a project that was a mismatch for my skill level, and when my manager was not reachable. The org needs to have a stronger idea of where and how they want to play; uncertainty and constant re-visioning resulted in a lack of direction and leadership for lower levels.""",['Global Sentiment'],['Neutral'],[0.8754372596740723],"[array([0.00471218, 0.87543726, 0.11985057], dtype=float32)]",['-100'],[''],1.0474812984466553,Neutral
Amazing management Provided training Excellent health benefits Communication doesn't always reach you very quickly.,['Global Sentiment'],['Positive'],[0.842687726020813],"[array([0.00517023, 0.15214205, 0.8426877 ], dtype=float32)]",['-100'],[''],1.0476068258285522,Positive
"""I can't think of anything good to say anymore. When they were Dell Services, it was a good company. NTT Data Services purchased Dell Services and initially continued Dell's practice of having a good mixture of mature, experienced onshore staff with the less expensive offshore assets. After a couple of years, NTT corporate laid off most of the experienced American and offshore staff, replacing them with people of much less skill. This was to the detriment of their customers.""",['Global Sentiment'],['Neutral'],[0.9008594751358032],"[array([0.01575009, 0.9008595 , 0.08339044], dtype=float32)]",['-100'],[''],1.0474960803985596,Neutral
There is opportunities or remote work. Have to look for new projects ni short duration,['Global Sentiment'],['Neutral'],[0.9750118255615234],"[array([0.00403502, 0.9750118 , 0.02095317], dtype=float32)]",['-100'],[''],1.047620177268982,Neutral
"""Te da seguro de vida, bonus por tarjeta de comida y gratificaciones. Dependen mucho de lo que diga el cliente""",['Global Sentiment'],['Neutral'],[0.8041732907295227],"[array([0.00483962, 0.8041733 , 0.19098707], dtype=float32)]",['-100'],[''],1.047633409500122,Neutral
"""Salary, work-life balance and company events NTT doesn't have a lot of billable work for their consultants and management does not know what they are doing. Instead of focusing on promoting the company, they keep on acquiring business with no real strategic plan. This has caused massive debt and due to this, they have recently laid off over 1000 employees company-wide. Also, just a heads up but the head of consulting (Dan Albright) is facing discrimination charges from his last job. I would not recommend working here for anyone trying to make a career for themself.""",['Global Sentiment'],['Neutral'],[0.8301101326942444],"[array([0.16640888, 0.83011013, 0.00348102], dtype=float32)]",['-100'],[''],1.047710657119751,Neutral
managers actually care a lot about you and your growth none about the managers for sure,['Global Sentiment'],['Positive'],[0.8282270431518555],"[array([0.01313704, 0.15863594, 0.82822704], dtype=float32)]",['-100'],[''],1.0476136207580566,Positive
I like the NTT Data They have high billing rates due to that its difficult to survive for clients,['Global Sentiment'],['Neutral'],[0.6441236734390259],"[array([0.07644138, 0.6441237 , 0.27943495], dtype=float32)]",['-100'],[''],1.0476382970809937,Neutral
"""Nothing good to say about the company but that it was flawed from the start - What they portray out there is not who they are. Company is a gimmick with high turnover rate. Although this is an international based Company - the team I was in mainly focused on Caucasian demographics set up for success and never supported or provided support for outsider. Workplace harassment, Gossip, unconscious Bias, is on top of their list and they do not care about their employees. They only look out for their own management who is tenured with them for years. Definitely would not advise or recommend working for NTT DATA due to their lack of poor support, and highly biased work ethics.""",['Global Sentiment'],['Neutral'],[0.6600404381752014],"[array([0.3387985 , 0.66004044, 0.00116109], dtype=float32)]",['-100'],[''],1.0477617979049683,Neutral
my NTT colleagues are great people to work with they make me enjoy working for company nothing its a great company,['Global Sentiment'],['Positive'],[0.9809538125991821],"[array([0.00196654, 0.0170796 , 0.9809538 ], dtype=float32)]",['-100'],[''],1.0475884675979614,Positive
"""We still have remote work after the acquisition. For now. Where do I start. Leadership flat out lying to our faces for over 6 months. Culture has gone to the gutters. Opportunities for growth are a thing of the past. Multiple rounds of layoffs with more on the horizon. Promotions, raises, and bonuses don't exist anymore. Insurance is very expensive. We are not people, we are cash cows to be squeezed for every last billable hour available. Bench policy means that even though we have no say in what project we're on and we're working a full time job and performing well, we can still be fired. """"Leadership"""" is inept and are all chasing their new titles with no one communicating to the employees what's happening. We get whiplash from them saying everything is great one day and that a decision is final and the next week acting like they never heard of that decision before. It is an open secret we're all looking for work and are just biding the time until we get that job.""",['Global Sentiment'],['Negative'],[0.933566153049469],"[array([0.93356615, 0.06450046, 0.00193339], dtype=float32)]",['-100'],[''],1.047532558441162,Negative
"""OK pay, work/life balance, federal holidays, basic benefits exist. Benefits should be better. It feels like health benefits get worse each year. Salary raises have not happened as often as they should. I fear they don't have my well-being at heart because they don't seem to fire bad managers.""",['Global Sentiment'],['Neutral'],[0.9358550906181335],"[array([0.05925921, 0.9358551 , 0.00488571], dtype=float32)]",['-100'],[''],1.0478322505950928,Neutral
Great pay and benefits. One of the companies I’ve ever worked for. Limited contracts in personnel security.,['Global Sentiment'],['Positive'],[0.6729196906089783],"[array([0.00444586, 0.3226345 , 0.6729197 ], dtype=float32)]",['-100'],[''],1.0476155281066895,Positive
Manager was flexible which was appreciated Company was bought and changed,['Global Sentiment'],['Positive'],[0.909472644329071],"[array([0.00218547, 0.08834185, 0.90947264], dtype=float32)]",['-100'],[''],1.047678828239441,Positive
The managers were always available for questions. It is a lot of information to learn in training.,['Global Sentiment'],['Neutral'],[0.7967733144760132],"[array([0.00153875, 0.7967733 , 0.20168793], dtype=float32)]",['-100'],[''],1.0475924015045166,Neutral
"""Amazing benefits from day one, Health, Visions, and Dental.  Internet was reimbursed up to $60.  Reimbursed up to $1,000 for WFH equipment. Lack of upward mobility due to the layoffs that were taking place.""",['Global Sentiment'],['Neutral'],[0.6171021461486816],"[array([0.00290773, 0.61710215, 0.37999013], dtype=float32)]",['-100'],[''],1.047741174697876,Neutral
"""Excellent product, world-class benefits, above average pay, relaxed dress code, growth opportunities, and friendly atmosphere. I love the management philosophy of Leadership, Leverage, Results. Early on in every position, the employee is asked """"what is your next play."""" The company is always looking to determine your next role and opportunity. LinkedIn hires on pedigree and age. Most managers are under 30, directors are under 40, and anyone over 40 is a rarity. Important positions will be staffed based on the university the employee graduated from, rather than work experience. Sales process is being created by recent Ivy League grads who have never sold. Some sales and service director positions have been filled with individuals who are extremely smart but have limited to no experience selling and retaining. The attitude is if you are smart, you can lead any team no matter if you have zero experience doing your staff's actual trade.   The millennial focus is highlighted in many aspects of the culture. At the 2016 global sales organization meeting, messaging was all about """"you are the best-of-the-best"""" and that LinkedIn would not be successful without the individual job you do. Top performers were highlighted in front of thousands of employees. As the employee came to the stage to receive their well deserved award, videos of colleagues commending them were shown. Interspersed among work-centric kudos, the awardee's parents were shown in the videos congratulating their child and stating how proud they were of them. For",['Global Sentiment'],['Positive'],[0.9854162335395813],"[array([0.00190644, 0.01267738, 0.98541623], dtype=float32)]",['-100'],[''],1.0476691722869873,Positive
- Competitive pay - Comprehensive healthcare coverage - 50% 401K match - Access to free therapy (up to 25 sessions/year)  - High standard of output - Manager support - Variety of resources to support employee development The process for promotions can be bureaucratic. It may require extensive documentation of proof plus a lot of employee advocacy from your direct manager.,['Global Sentiment'],['Neutral'],[0.5163211226463318],"[array([0.00174795, 0.5163211 , 0.48193094], dtype=float32)]",['-100'],[''],1.0476473569869995,Neutral
